objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
ibp1184,ibp000.jpg,"Internment and resistance: The Japanese American experience in the Minidoka Relocation Center, 1942-1945","Hall, D. L.",1987,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1185,ibp000.jpg,"History of the Japanese-American relocation center at Hunt, Minidoka County, Idaho","Hausler, D. E.",1964,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1186,ibp1186.jpg,Relocation center diary,"Kleinkopf, A., & Minidoka Internment National Monument",2003,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1186.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1186_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1186_th.jpg
ibp1187,ibp000.jpg,The development of a junior-senior high school program in a relocation center for people of Japanese ancestry during the war with Japan,"Light, J. T.",1947,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1188,ibp1188.jpg,Looking after Minidoka,"Nakadate, N.",2013,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1188.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1188_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1188_th.jpg
ibp1189,ibp1189.jpg,Kenjiro Nomura: An artist's view of the Japanese American internment,"Nomura, K.",1991,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1189.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1189_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1189_th.jpg
ibp1190,ibp000.jpg,Hunt for Idaho: Evacuees 1942-1945 and hometeaders 1947-1949 T.P. Minidoka Prisoner of War Camp 1942-1945,"Roberts-Wright, B. M. S.",1994,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1191,ibp1191.jpg,Shadows of Minidoka: Paintings and collections of Roger Shimomura,"Shimomura, R., Ahlvers, B., Higa, K. M., Daniels, R., & Lawrence Arts Center",2011,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1191.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1191_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1191_th.jpg
ibp1192,ibp1192.jpg,Minidoka: An American concentration camp,"Tamura, T.",2013,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1192.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1192_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1192_th.jpg
ibp1193,ibp1193.jpg,Surviving Minidoka: The legacy of WWII Japanese American incarceration,"Tremayne, R. M., Shallat, T. A., Lavitt, M., Boise State University., & College of Southern Idaho",2013,,Minidoka Relocation Center,Minidoka County,42.6667,-114.233,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1193.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1193_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1193_th.jpg
ibp1194,ibp000.jpg,"Highlights in Lewiston history: A full outline for the study of Lewiston development, every subject of major interest to the citizens of this community has received attention ; the story is brifly told beginning with the coming of Lewis and Clark in 1805 and ending with plans for the proposed Memorial bridge across the Clearwater River","Talkington, H. L.",1900,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1195,ibp1195.jpg,Lewiston country: An armchair history,"Allen, M. D., & Hamilton, L.",1990,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1195.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1195_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1195_th.jpg
ibp1196,ibp1196.jpg,"Historic firsts of Lewiston, Idaho: Unintended greatness","Branting, S. D.",2013,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1196.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1196_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1196_th.jpg
ibp1197,ibp1197.jpg,"Hidden history of Lewiston, Idaho","Branting, S. D.",2014,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1197.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1197_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1197_th.jpg
ibp1198,ibp000.jpg,"Our community, old and new: The story of Lewiston, Nez Perce County, Idaho","Jones, R. G., & Best, C. A.",1966,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1199,ibp1199.jpg,Frontier Lewiston: 1861-1890,"Moore, M. C.",1980,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1199.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1199_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1199_th.jpg
ibp1200,ibp000.jpg,"Lewiston: From packtrains and tent saloons to highways and brick stores : a century of progress, 1861-1962","Mueller, G.",1980,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1201,ibp1201.jpg,Lewiston: A pictorial history,"Mueller, G.",1986,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1201.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1201_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1201_th.jpg
ibp1202,ibp000.jpg,"Lewiston: A bumpy start, 1861-1863","Van, A. T.",1985,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1203,ibp1203.jpg,Chinese at the confluence: Lewiston's other pioneers,"Wegars, P.",1993,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1203.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1203_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1203_th.jpg
ibp1204,ibp000.jpg,Chinese at the confluence: Lewiston's beuk aie temple,"Wegars, P., & Lewis-Clark Center for Arts and History",2000,,Lewiston,Nez Perce County,46.4004,-117.0012,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1205,ibp000.jpg,Culdesac memories,Culdesac Gem Community,2002,,Culdesac,Nez Perce County,46.3756,-116.6763,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1206,ibp1206.jpg,"Frontier duty: The Army in northern Idaho, 1853-1876 : transcribed from the original records in the National Archives. Moscow, Idaho","Hanson, D. M., National Archives (U.S.), United States., & University of Idaho",2005,,Lapwai,Nez Perce County,46.4049,-116.8049,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1206.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1206_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1206_th.jpg
ibp1207,ibp000.jpg,"William Craig in Nez Perce Country: Mountain man, interpreter, and Indian agent, 1807-1869","Baughman, B. E.",2003,,Miscellaneous,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1208,ibp1208.jpg,"Two rivers, one history: Historic images of the Lewis-Clark Valley",Lewiston Tribune,2010,,Miscellaneous,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1208.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1208_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1208_th.jpg
ibp1209,ibp1209.jpg,Lewis and Clark's bittersweet crossing,"MacGregor, C. L., & Hoopes, G.",2004,,Miscellaneous,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1209.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1209_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1209_th.jpg
ibp1210,ibp1210.jpg,Past days of the Tammany-Waha area,"Meloy, B. T.",1982,,Miscellaneous,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1210.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1210_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1210_th.jpg
ibp1211,ibp1211.jpg,The story of Hells Canyon,"Tucker, G. J.",1993,,Miscellaneous,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1211.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1211_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1211_th.jpg
ibp1212,ibp000.jpg,Flying the golden years: A history of the Lewiston-Nez Perce County Regional Airport : in commemoration of it's 50th anniversary,"Turner, R. L.",1994,,Miscellaneous,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1213,ibp1213.jpg,The Magruder murders: Coping with violence on the Idaho frontier,"Welch, J. C.",1991,,Miscellaneous,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1213.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1213_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1213_th.jpg
ibp1214,ibp1214.jpg,Nez Perce Indian war and original stories,"Adkison, N. B.",1966,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1214.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1214_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1214_th.jpg
ibp1215,ibp000.jpg,Indian braves and battles with more Nez Perce lore,"Adkison, N. B.",1967,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1216,ibp1216.jpg,"Last trail to Bear Paw: Flight of the Nez Perces, 1877","Alcorn, R. L.",1877,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1216.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1216_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1216_th.jpg
ibp1217,ibp1217.jpg,"Timothy, a Nez Perce chief, 1800-1891","Alcorn, R. L.",1985,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1217.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1217_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1217_th.jpg
ibp1218,ibp1218.jpg,"Paul Kane: ""Frontier artist and Indian painter""","Alcorn, R. L., & Alcorn, G. D.",1971,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1218.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1218_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1218_th.jpg
ibp1219,ibp000.jpg,Jackson Sundown: Nez Perce horseman,"Alcorn, R. L., & Alcorn, G. D.",1983,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1220,ibp1220.jpg,Nez Perce? Indian portraits,"Alcorn, R. L., & Chelan County Public Utility District No. 1",1990,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1220.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1220_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1220_th.jpg
ibp1221,ibp1221.jpg,Nez Perce texts,"Aoki, H.",1979,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1221.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1221_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1221_th.jpg
ibp1222,ibp1222.jpg,Nez Perce narratives,"Aoki, H., & Walker, D. E.",1988,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1222.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1222_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1222_th.jpg
ibp1223,ibp1223.jpg,"River of No Return (The great Salmon River of Idaho): A century of central Idaho and eastern Washington history and development together with the wars, customs, myths, and legends of the Nez Perce Indians","Bailey, R. G.",1948,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1223.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1223_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1223_th.jpg
ibp1224,ibp1224.jpg,In Nez Perce country: Accounts of the Bitterroots and the Clearwater after Lewis and Clark,"Baird, L., & Baird, D. W.",2003,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1224.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1224_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1224_th.jpg
ibp1225,ibp000.jpg,"Tsceminicum, land of Coyote: Legends of the Nez Perces","Beall, T., Leeper, R. D., & Idaho",1971,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1226,ibp1226.jpg,Jacob Horner and the Indian campaigns of 1876 and 1877,"Burdick, U. L., & Hart, E. D.",1942,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1226.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1226_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1226_th.jpg
ibp1227,ibp1227.jpg,The intermediary: William Craig among the Nez Perces,"Cannell, L. T.",2010,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1227.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1227_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1227_th.jpg
ibp1228,ibp1228.jpg,The long journey of the Nez Perce: A battle history from Cottonwood to the Bear Paw,"Carson, K.",2011,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1228.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1228_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1228_th.jpg
ibp1229,ibp000.jpg,The Nez Perce Indian Mission,"Cataldo, J. M.",1956,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1230,ibp1230.jpg,Nez Perce National Historical Park: Administrative history,"Catton, T., Historical Research Associates., & United States",1996,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1230.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1230_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1230_th.jpg
ibp1231,ibp000.jpg,"Nez Perce Indian War of 1877, and Battle of the Big Hole","Cave, W.",1900,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1232,ibp1232.jpg,The last stand of the Nez Perce: Destruction of a people,"Chalmers, H., & Yellow, W.",1962,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1232.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1232_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1232_th.jpg
ibp1233,ibp1233.jpg,"The Nez Perces since Spalding: Experiences of forty-one years at Lapwai, Idaho","Crawford, M. M.",1936,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1233.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1233_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1233_th.jpg
ibp1234,ibp000.jpg,"The Nez Perce ""delegation"" of 1831","Drury, C. M.",1939,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1235,ibp1235.jpg,The diaries and letters of Henry H. Spalding and Asa Bowen Smith relating to the Nez Perce Mission 1838-1842,"Drury, C. M.",1958,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1235.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1235_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1235_th.jpg
ibp1236,ibp1236.jpg,Voice of the Old Wolf: Lucullus Virgil McWhorter and the Nez Perce Indians,"Evans, S. R.",1996,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1236.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1236_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1236_th.jpg
ibp1237,ibp000.jpg,The Nez Perce war,"Fisher, D. C.",1925,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1238,ibp1238.jpg,Thunder in the mountains: The story of the Nez Perce War,"Fisher, R., & Wells, M. W.",1992,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1238.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1238_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1238_th.jpg
ibp1239,ibp000.jpg,The Nez Perce country,"Fletcher, A. C.",1900,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1240,ibp1240.jpg,Chief Joseph of the Nez Perces,"Garst, S., & Gorsline, D. W.",1953,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1240.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1240_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1240_th.jpg
ibp1241,ibp1241.jpg,"With the Nez Perces: Alice Fletcher in the field, 1889-92","Gay, E. J., Hoxie, F. E., & Mark, J. T.",1981,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1241.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1241_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1241_th.jpg
ibp1242,ibp1242.jpg,From where the sun now stands: A manuscript of the Nez Perc'e war,"Gibbon, J., Dyal, D. H., & Remington, F.",1988,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1242.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1242_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1242_th.jpg
ibp1243,ibp1243.jpg,"Nez Perce summer, 1877: The U.S. Army and the Nee-Me-Poo crisis","Greene, J. A.",2000,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1243.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1243_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1243_th.jpg
ibp1244,ibp1244.jpg,Battle of the Big Hole: The story of the landmark battle of the 1877 Nez Perce War,"Haines, A. L.",2007,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1244.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1244_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1244_th.jpg
ibp1245,ibp1245.jpg,"Historical research management plan for Big Hole National Battlefield: And bibliography of the Nez Perce War, 1877","Haines, A. L., & United States",1967,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1245.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1245_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1245_th.jpg
ibp1246,ibp1246.jpg,An elusive victory: The Battle of the Big Hole,"Haines, A. L., & Williams, J. R.",1991,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1246.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1246_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1246_th.jpg
ibp1247,ibp000.jpg,The Nez Perce delegation to St. Louis in 1831,"Haines, F.",1937,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1248,ibp000.jpg,"Nez Perce Indians in Northwest history, 1805-1895","Haines, F.",1938,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1249,ibp1249.jpg,Red eagles of the Northwest: The story of Chief Joseph and his people,"Haines, F.",1939,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1249.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1249_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1249_th.jpg
ibp1250,ibp1250.jpg,The Nez Perces: tribesmen of the Columbia Plateau,"Haines, F.",1955,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1250.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1250_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1250_th.jpg
ibp1251,ibp000.jpg,I Nez Perce,"Haines, F.",1994,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1252,ibp000.jpg,Costumes brochure: A pictorial and written account of authentic Nez Perce? costumes for classes in Appaloosa horse shows and parades,"Haines, F. D.",1960,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1253,ibp000.jpg,Nez Perce? and Shoshoni influence on Northwest history,"Haines, F., & Bolton, H. E.",1945,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1254,ibp1254.jpg,Tales of the Nimipoo from the land of the Nez Perce? Indians,"Heady, E. B., Carle, E., & World Publishing Company",1970,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1254.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1254_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1254_th.jpg
ibp1255,ibp000.jpg,"The soldiers' side of the Nez Perce War: Eyewitness accounts of ""The most extraordinary of Indian Wars","Highberger, M.",2003,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp000.jpg,,
ibp1256,ibp1256.jpg,Tales of the Nez Perce,"Hines, D. M.",1984,,Nez Perce Tribe,Nez Perce County,46.4182,-116.6229,,,Text,,eng,,,book_record,https://lib.uidaho.edu/digital/objects/idahobib/ibp1256.jpg,https://lib.uidaho.edu/digital/objects/idahobib/small/ibp1256_sm.jpg,https://lib.uidaho.edu/digital/objects/idahobib/thumbs/ibp1256_th.jpg
